URL,Size,OutLinks,ContentType,,
https://www.c-span.org/search/?bioid%5B%5D=707088&personid%5B%5D=1010064&searchtype=Videos,78292bytes,97,text/html,,
https://www.c-span.org/search/?query=memo&searchtype=All,35753bytes,67,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fquery%3Djohn%252Bhope%252Bbryant%26searchtype%3DAll,36350bytes,57,text/html,,
https://www.c-span.org/search/?query=cole%2Bmemo&searchtype=All,34607bytes,56,text/html,,
https://www.c-span.org/MyC-SPAN/login/?featured%5B%5D=1&redir=%2Fsearch%2F%3Fedate%3D02%2F21%2F2018&sdate=02%2F01%2F2017&searchtype=Clips&sort=Newest,36271bytes,57,text/html,,
https://www.c-span.org/congress/?chamber=senate&date=2017-12-20,242325bytes,172,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fpersonid%255B%255D%3D994%26searchtype%3DVideos%26seriesid%255B%255D%3D91%26sort%3DMost%252BRecent%252BAiring,36489bytes,57,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=43593&personid%5B%5D=36782&searchtype=Videos,58794bytes,66,text/html,,
https://www.c-span.org/search/?personid%5B%5D=93131&searchtype=Videos,78407bytes,112,text/html,,
https://www.c-span.org/search/?personid%5B%5D=36782&searchtype=Videos&sort=Newest,78219bytes,101,text/html,,
https://www.c-span.org/search/?edate=12%2F31%2F2017&personid%5B%5D=36782&sdate=01%2F01%2F2017&searchtype=Videos&sort=Most%20Popular,79183bytes,98,text/html,,
https://www.c-span.org/search/?personid%5B%5D=36782&searchtype=Videos&tagid%5B%5D=379,81218bytes,98,text/html,,
https://www.c-span.org/search/?personid%5B%5D=7476&searchtype=Videos,78300bytes,107,text/html,,
https://www.c-span.org/search/?personid%5B%5D=36782&searchtype=Videos&tagid%5B%5D=275,81438bytes,98,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=43592&personid%5B%5D=36782&searchtype=Videos,78355bytes,101,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fperson%2F%3Flindseygraham,36256bytes,56,text/html,,
https://www.c-span.org/search/?edate=12%2F31%2F2013&personid%5B%5D=36782&sdate=01%2F01%2F2013&searchtype=Videos&sort=Most%20Popular,77025bytes,98,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=43594&personid%5B%5D=36782&searchtype=Videos,74494bytes,104,text/html,,
https://www.c-span.org/search/?personid%5B%5D=36782&searchtype=Videos&tagid%5B%5D=1255,71156bytes,82,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fpersonid%255B%255D%3D102358%26searchtype%3DVideos%26seriesid%255B%255D%3D91%26sort%3DMost%252BRecent%252BAiring,36498bytes,57,text/html,,
https://www.c-span.org/search/?edate=12%2F31%2F2015&personid%5B%5D=1914&sdate=01%2F01%2F2015&searchtype=Videos&sort=Most%20Popular,63662bytes,75,text/html,,
https://www.c-span.org/search/?personid%5B%5D=1914&searchtype=Videos,76411bytes,101,text/html,,
https://www.c-span.org/search/?personid%5B%5D=21714&searchtype=Videos,75396bytes,98,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=2722&personid%5B%5D=1914&searchtype=Videos,76371bytes,102,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=2724&personid%5B%5D=1914&searchtype=Videos,58840bytes,69,text/html,,
https://www.c-span.org/search/?personid%5B%5D=9274089&searchtype=Videos&tagid%5B%5D=275,81207bytes,98,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2FMyC-SPAN%2Flogin%2F%3Ffollow%3Dtag%2F5709,36292bytes,56,text/html,,
https://www.c-span.org/search/?edate=12%2F31%2F2015&personid%5B%5D=9274089&sdate=01%2F01%2F2015&searchtype=Videos&sort=Most%20Popular,77729bytes,97,text/html,,
https://www.c-span.org/search/?personid%5B%5D=1022843&searchtype=Videos,78001bytes,97,text/html,,
https://www.c-span.org/search/?personid%5B%5D=9274089&searchtype=Videos&tagid%5B%5D=1264,79497bytes,98,text/html,,
https://www.c-span.org/search/?personid%5B%5D=9274089&searchtype=Videos&tagid%5B%5D=379,81323bytes,98,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fperson%2F%3Fscottwalker,36250bytes,56,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=659895&personid%5B%5D=9274089&searchtype=Videos,77272bytes,97,text/html,,
https://www.c-span.org/person/?maryfallin,43501bytes,96,text/html,,
https://www.c-span.org/search/?personid%5B%5D=9274089&searchtype=Videos&sort=Newest,77128bytes,97,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=656926&personid%5B%5D=9274089&searchtype=Videos,53294bytes,63,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=689197&personid%5B%5D=3309&searchtype=Videos,50486bytes,59,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=4577&personid%5B%5D=3309&searchtype=Videos,75675bytes,97,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=4583&personid%5B%5D=3309&searchtype=Videos,50749bytes,59,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fperson%2F%3Felainechao,36247bytes,56,text/html,,
https://www.c-span.org/search/?personid%5B%5D=3309&searchtype=Videos&sort=Newest,77801bytes,97,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=4582&personid%5B%5D=3309&searchtype=Videos,54524bytes,63,text/html,,
https://www.c-span.org/search/?personid%5B%5D=3309&searchtype=Videos&tagid%5B%5D=230,78696bytes,88,text/html,,
https://www.c-span.org/search/?personid%5B%5D=3309&searchtype=Videos&tagid%5B%5D=229,62211bytes,69,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=707060&personid%5B%5D=3309&searchtype=Videos,75141bytes,93,text/html,,
https://www.c-span.org/search/?edate=12%2F31%2F2017&personid%5B%5D=3309&sdate=01%2F01%2F2017&searchtype=Videos&sort=Most%20Popular,72960bytes,89,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=623321&personid%5B%5D=3309&searchtype=Videos,53035bytes,59,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=4579&personid%5B%5D=3309&searchtype=Videos,62558bytes,72,text/html,,
https://www.c-span.org/search/?personid%5B%5D=3309&searchtype=Videos&tagid%5B%5D=378,60085bytes,68,text/html,,
https://www.c-span.org/search/?edate=12%2F31%2F2002&personid%5B%5D=3309&sdate=01%2F01%2F2002&searchtype=Videos&sort=Most%20Popular,72418bytes,83,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=4580&personid%5B%5D=3309&searchtype=Videos,55367bytes,63,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=4584&personid%5B%5D=3309&searchtype=Videos,52374bytes,59,text/html,,
https://www.c-span.org/search/?edate=12%2F31%2F2017&personid%5B%5D=87599&sdate=01%2F01%2F2017&searchtype=Videos&sort=Most%20Popular,78969bytes,101,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=63351&personid%5B%5D=53967&searchtype=Videos,53371bytes,61,text/html,,
https://www.c-span.org/search/?personid%5B%5D=1018476&searchtype=Videos,77275bytes,97,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=620890&personid%5B%5D=53967&searchtype=Videos,76799bytes,97,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fperson%2F%3Felenakagan,36247bytes,56,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=656570&personid%5B%5D=53967&searchtype=Videos,77390bytes,97,text/html,,
https://www.c-span.org/search/?edate=12%2F31%2F2010&personid%5B%5D=53967&sdate=01%2F01%2F2010&searchtype=Videos&sort=Most%20Popular,76915bytes,97,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=63349&personid%5B%5D=53967&searchtype=Videos,55637bytes,63,text/html,,
https://www.c-span.org/search/?personid%5B%5D=1367&searchtype=Videos&sort=Newest,77153bytes,97,text/html,,
https://www.c-span.org/search/?personid%5B%5D=1367&searchtype=Videos&tagid%5B%5D=472,79819bytes,98,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DClips%26seriesid%255B%255D%3D15%26sort%3DTrending,36375bytes,57,text/html,,
https://www.c-span.org/search/?personid%5B%5D=1017027&searchtype=Videos,77152bytes,97,text/html,,
https://www.c-span.org/search/?edate=12%2F31%2F2009&personid%5B%5D=1018476&sdate=01%2F01%2F2009&searchtype=Videos&sort=Most%20Popular,77168bytes,97,text/html,,
https://www.c-span.org/search/?personid%5B%5D=1018476&searchtype=Videos&sort=Newest,77291bytes,97,text/html,,
https://www.c-span.org/search/?personid%5B%5D=1018476&searchtype=Videos&tagid%5B%5D=437,81192bytes,98,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fperson%2F%3Fsoniasotomayor,36259bytes,56,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=622547&personid%5B%5D=1018476&searchtype=Videos,77435bytes,97,text/html,,
https://www.c-span.org/search/?personid%5B%5D=1018476&searchtype=Videos&tagid%5B%5D=5694,81034bytes,98,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=338971&personid%5B%5D=1018476&searchtype=Videos,76873bytes,97,text/html,,
https://www.c-span.org/search/?personid%5B%5D=1018476&searchtype=Videos&tagid%5B%5D=4041,80514bytes,98,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DVideos%26seriesid%255B%255D%3D81%26sort%3DMost%252BRecent%252BAiring%26sponsorid%255B%255D%3D1133,36495bytes,57,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fquery%3Ddavid%252Bmccullough%26searchtype%3DVideos,36351bytes,57,text/html,,
https://www.c-span.org/search/?query=scott%2Badams&searchtype=Videos,75294bytes,120,text/html,,
https://www.c-span.org/search/?query=john%2Bhope%2Bbryant&searchtype=Videos,70089bytes,93,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fquery%3DAfter%2BWords&searchtype=Videos,36272bytes,57,text/html,,
https://www.c-span.org/search/?edate=12%2F31%2F2001&personid%5B%5D=2496&sdate=01%2F01%2F2001&searchtype=Videos&sort=Most%20Popular,52846bytes,59,text/html,,
https://www.c-span.org/search/?personid%5B%5D=2496&searchtype=Videos&tagid%5B%5D=3082,60184bytes,66,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fperson%2F%3Fbillygraham,36250bytes,56,text/html,,
https://www.c-span.org/search/?personid%5B%5D=2496&searchtype=Videos,75425bytes,93,text/html,,
https://www.c-span.org/search/?bioid%5B%5D=3549&personid%5B%5D=2496&searchtype=Videos,75569bytes,93,text/html,,
https://www.c-span.org/person/?geraldford,42139bytes,89,text/html,,
https://www.c-span.org/search/?personid%5B%5D=1560&searchtype=Videos,76507bytes,95,text/html,,
https://www.c-span.org/search/?edate=12%2F31%2F1993&personid%5B%5D=2496&sdate=01%2F01%2F1993&searchtype=Videos&sort=Most%20Popular,55819bytes,63,text/html,,
https://www.c-span.org/search/?personid%5B%5D=2496&searchtype=Videos&tagid%5B%5D=132,58624bytes,66,text/html,,
https://www.c-span.org/search/?personid%5B%5D=2496&searchtype=Videos&sort=Newest,75441bytes,93,text/html,,
https://www.c-span.org/search/?personid%5B%5D=2496&searchtype=Videos&tagid%5B%5D=1161,63657bytes,71,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsundaysateight,36231bytes,56,text/html,,
https://www.c-span.org/search/?query=death%2Bpenalty&searchtype=Videos,70571bytes,100,text/html,,
https://www.c-span.org/search/?query=thomas%2Bjefferson&searchtype=Videos,73817bytes,106,text/html,,
https://www.c-span.org/search/?query=andrew%2Bmccabe&searchtype=Videos,73575bytes,101,text/html,,
https://www.c-span.org/search/?query=andrew%2Bjackson&searchtype=Videos,74051bytes,106,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fquery%3Dchristopher%252Bhitchens%26searchtype%3DVideos,36363bytes,57,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F106550,36325bytes,57,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F20967,36321bytes,57,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F1010064,36329bytes,57,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F38628,36321bytes,57,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F1019668,36329bytes,57,text/html,,
https://www.c-span.org/person/?alangomez,36819bytes,78,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F994,36313bytes,57,text/html,,
https://www.c-span.org/person/?felipesousarodriguez,34546bytes,68,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F49478,36321bytes,57,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F36782,36321bytes,57,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F85219,36321bytes,57,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F84243,36321bytes,57,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F1914,36317bytes,57,text/html,,
https://www.c-span.org/MyC-SPAN/login/?follow=person%2F87599,36321bytes,57,text/html,,
https://www.c-span.org/classroom/document/?3489,12389bytes,68,text/html,,
https://www.c-span.org/classroom/document/?4336,12866bytes,69,text/html,,
https://www.c-span.org/classroom/document/?3486,12353bytes,68,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7584,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4699852&noMax&nobookmark,8536bytes,5,text/html,,
https://www.c-span.org/video/standalone/?c4688264&noMax&nobookmark,7340bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7289,12465bytes,67,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7658,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4703206&noMax&nobookmark,6816bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7379,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4690413&noMax&nobookmark,7426bytes,5,text/html,,
https://www.c-span.org/classroom/search/?grade%5B%5D=2,40221bytes,107,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7378,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4690268&noMax&nobookmark,8481bytes,5,text/html,,
https://www.c-span.org/video/standalone/?c4690196&noMax&nobookmark,9539bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7376,12465bytes,67,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7700,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4713423&noMax&nobookmark,9728bytes,5,text/html,,
https://www.c-span.org/video/standalone/?c4701903&noMax&nobookmark,6778bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7636,12465bytes,67,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7515,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4696255&noMax&nobookmark,7801bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7634,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4701897&noMax&nobookmark,6826bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7635,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4701898&noMax&nobookmark,6745bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7632,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4701902&noMax&nobookmark,6878bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7633,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4701882&noMax&nobookmark,7388bytes,5,text/html,,
https://www.c-span.org/classroom/document/?6927,14516bytes,76,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7500,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4695591&noMax&nobookmark,7521bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7675,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4707381&noMax&nobookmark,8061bytes,5,text/html,,
https://www.c-span.org/video/standalone/?c4693592&noMax&nobookmark,8071bytes,5,text/html,,
https://www.c-span.org/classroom/document/?7049,13569bytes,73,text/html,,
https://www.c-span.org/classroom/document/?7048,13158bytes,72,text/html,,
https://www.c-span.org/classroom/document/?7052,13019bytes,71,text/html,,
https://www.c-span.org/classroom/document/?7053,13193bytes,71,text/html,,
https://www.c-span.org/classroom/document/?7050,13577bytes,74,text/html,,
https://www.c-span.org/classroom/document/?7051,12968bytes,71,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7465,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4680537&noMax&nobookmark,6830bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7117,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4684361&noMax&nobookmark,7389bytes,5,text/html,,
https://www.c-span.org/video/standalone/?c4684893&noMax&nobookmark,6965bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7142,12465bytes,67,text/html,,
https://www.c-span.org/classroom/document/?2219&editsuccess=1507226647,15470bytes,72,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7466,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4693992&noMax&nobookmark,7386bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7144,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4684824&noMax&nobookmark,7146bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7464,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4679399&noMax&nobookmark,7420bytes,5,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%5B%5D%3D5&sort=Newest&tagid%5B%5D=163,36259bytes,57,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7678,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4709018&noMax&nobookmark,7592bytes,5,text/html,,
https://www.c-span.org/video/standalone/?c4708026&noMax&nobookmark,7899bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7660,12465bytes,67,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Ftopicids%5B%5D%3D76,12479bytes,67,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Ftopicids%5B%5D%3D45,12479bytes,67,text/html,,
https://www.c-span.org/classroom/document/?4162,13671bytes,74,text/html,,
https://www.c-span.org/classroom/document/?7081,12829bytes,71,text/html,,
https://www.c-span.org/classroom/document/?7082,13050bytes,71,text/html,,
https://www.c-span.org/classroom/document/?6249,13744bytes,72,text/html,,
https://www.c-span.org/video/standalone/?c4682003&noMax&nobookmark,8569bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6952,12465bytes,67,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7625,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4701810&noMax&nobookmark,6980bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7357,12465bytes,67,text/html,,
https://www.c-span.org/classroom/document/?7212,14302bytes,74,text/html,,
https://www.c-span.org/video/standalone/?c4689978&noMax&nobookmark,8142bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7008,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4682708&noMax&nobookmark,6836bytes,5,text/html,,
https://www.c-span.org/video/standalone/?c4682004&noMax&nobookmark,8608bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6951,12465bytes,67,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7626,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4701811&noMax&nobookmark,6979bytes,5,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DVideos%26seriesid%255B%255D%3D64%26sort%3DMost%252BRecent%252BAiring,36424bytes,57,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Ftopicids%5B%5D%3D77,12479bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4701808&noMax&nobookmark,6995bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7623,12465bytes,67,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F5830,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4682326&noMax&nobookmark,8864bytes,5,text/html,,
https://www.c-span.org/classroom/document/?6571,13930bytes,74,text/html,,
https://www.c-span.org/classroom/document/?6459,13656bytes,72,text/html,,
https://www.c-span.org/classroom/document/?6425,14123bytes,77,text/html,,
https://www.c-span.org/classroom/document/?6543,12989bytes,72,text/html,,
https://www.c-span.org/classroom/document/?6552,13913bytes,75,text/html,,
https://www.c-span.org/classroom/document/?5592,13018bytes,70,text/html,,
https://www.c-span.org/classroom/document/?6377,13357bytes,73,text/html,,
https://www.c-span.org/classroom/document/?5707,13275bytes,72,text/html,,
https://www.c-span.org/classroom/document/?6912,13685bytes,74,text/html,,
https://www.c-span.org/classroom/document/?5700,13093bytes,70,text/html,,
https://www.c-span.org/classroom/document/?5756,13007bytes,71,text/html,,
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%5B%5D%3D5&sort=Newest&tagid%5B%5D=165,36259bytes,57,text/html,,
https://www.c-span.org/classroom/document/?7418,12850bytes,71,text/html,,
https://www.c-span.org/classroom/document/?7419,12731bytes,69,text/html,,
https://www.c-span.org/classroom/document/?7416,13070bytes,71,text/html,,
https://www.c-span.org/classroom/document/?7417,12802bytes,71,text/html,,
https://www.c-span.org/classroom/document/?7414,12814bytes,71,text/html,,
https://www.c-span.org/classroom/document/?7098,14535bytes,77,text/html,,
https://www.c-span.org/classroom/document/?6920,13784bytes,75,text/html,,
https://www.c-span.org/classroom/document/?7215,13970bytes,75,text/html,,
https://www.c-span.org/classroom/document/?6809,15225bytes,74,text/html,,
https://www.c-span.org/classroom/document/?6939,14226bytes,76,text/html,,
https://www.c-span.org/classroom/document/?6815,14915bytes,77,text/html,,
https://www.c-span.org/classroom/document/?7226,13970bytes,73,text/html,,
https://www.c-span.org/classroom/document/?7110,13042bytes,72,text/html,,
https://www.c-span.org/classroom/document/?7318,12978bytes,72,text/html,,
https://www.c-span.org/classroom/document/?7316,12904bytes,72,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D54,12503bytes,68,text/html,,
https://www.c-span.org/classroom/document/?7375,13134bytes,72,text/html,,
https://www.c-span.org/classroom/document/?6826,13973bytes,75,text/html,,
https://www.c-span.org/classroom/document/?6884,13547bytes,75,text/html,,
https://www.c-span.org/classroom/document/?6779,13744bytes,74,text/html,,
https://www.c-span.org/classroom/document/?6980,13704bytes,75,text/html,,
https://www.c-span.org/classroom/document/?7169,13754bytes,76,text/html,,
https://www.c-span.org/classroom/document/?6872,14335bytes,75,text/html,,
https://www.c-span.org/classroom/document/?7291,13673bytes,71,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7656,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4702906&noMax&nobookmark,7363bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7725,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4714875&noMax&nobookmark,7290bytes,5,text/html,,
https://www.c-span.org/video/standalone/?c4711216&noMax&nobookmark,8600bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7687,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4672331&noMax&nobookmark,14439bytes,5,text/html,,
https://www.c-span.org/classroom/document/?6426,13725bytes,73,text/html,,
https://www.c-span.org/classroom/document/?6427,14185bytes,73,text/html,,
https://www.c-span.org/classroom/document/?6670,13993bytes,74,text/html,,
https://www.c-span.org/classroom/document/?6437,12943bytes,71,text/html,,
https://www.c-span.org/classroom/document/?6438,12897bytes,71,text/html,,
https://www.c-span.org/classroom/document/?6435,12799bytes,71,text/html,,
https://www.c-span.org/classroom/document/?6436,12891bytes,71,text/html,,
https://www.c-span.org/classroom/document/?6434,12842bytes,71,text/html,,
https://www.c-span.org/classroom/document/?6004,12979bytes,72,text/html,,
https://www.c-span.org/classroom/document/?5845,12667bytes,69,text/html,,
https://www.c-span.org/classroom/document/?6015,12928bytes,72,text/html,,
https://www.c-span.org/classroom/document/?6013,12955bytes,71,text/html,,
https://www.c-span.org/classroom/document/?6014,12998bytes,72,text/html,,
https://www.c-span.org/classroom/document/?6012,13165bytes,71,text/html,,
https://www.c-span.org/classroom/document/?6466,13826bytes,75,text/html,,
https://www.c-span.org/classroom/document/?6595,13870bytes,76,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D51,12503bytes,68,text/html,,
https://www.c-span.org/classroom/document/?6060,13221bytes,71,text/html,,
https://www.c-span.org/classroom/document/?5975,13138bytes,72,text/html,,
https://www.c-span.org/classroom/document/?7241,12808bytes,71,text/html,,
https://www.c-span.org/classroom/document/?6408,13501bytes,73,text/html,,
https://www.c-span.org/classroom/document/?5792,12523bytes,68,text/html,,
https://www.c-span.org/classroom/document/?5791,12588bytes,69,text/html,,
https://www.c-span.org/classroom/document/?6189,13665bytes,73,text/html,,
https://www.c-span.org/video/standalone/?c4665101&noMax&nobookmark,8217bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6311,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4679676&noMax&nobookmark,7779bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6562,12465bytes,67,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F4345,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4570800&noMax&nobookmark,7495bytes,5,text/html,,
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7273,12465bytes,67,text/html,,
https://www.c-span.org/video/standalone/?c4687512&noMax&nobookmark,7588bytes,5,text/html,,
https://www.c-span.org/classroom/document/?2916,12308bytes,68,text/html,,
https://www.c-span.org/video/standalone/?c4552782&noMax&nobookmark,7360bytes,5,text/html,,
